,,embarrass,"sin"
,,embarrass,"para"
,,embarrass,"avergonzarte"
,,embarrass,"ello"
,,embarrass,"se"
,,embarrass,"avergüenza"
,,embarrass,"poner"
,,embarrass,"una"
,,embarrass,"averguence"
,,embarrass,"pública"
,,which,"cuales"
,,which,"cual"
,,which,"cuyas"
,,which,"en"
,,which,"e"
,,which,"que"
,,which,"a"
,,which,"su"
,,which,"lo"
,,which,"entre"
,,which,"china"
,,which,"los"
,,which,"país"
,,which,"la"
,,which,"vez"
,,which,"cuáles"
,,which,"del"
,,which,"al"
,,which,"el"
,,has,"se"
,,has,"ha"
,,has,"posee"
,,has,"tenga"
,,has,"está"
,,has,"haya"
,,has,"tiene"
,,has,"realiza"
,,has,"debe"
,,has,"tienen"
,,has,"han"
,,sought,"optado"
,,sought,"realizado"
,,sought,"negó"
,,sought,"tenido"
,,sought,"buscó"
,,sought,"buscado"
,,sought,"querido"
,,sought,"tratando"
,,sought,"tratado"
,,sought,"buscaba"
,,halt,"detener"
,,halt,"alto"
,,halt,"halt"
,,halt,"aceptar"
,,halt,"frenar"
,,fallout,"las"
,,fallout,"resultado"
,,fallout,"efectos"
,,fallout,"consecuencias"
,,fallout,"fallo"
,,fallout,"lluvia"
,,fallout,"su"
,,fallout,"punto"
,,negative,"solucionará"
,,negative,"negativamente"
,,negative,"negativo"
,,negative,"negativa"
,,negative,"negativos"
,,negative,"negativas"
,,having,"divertirse"
,,having,"tiene"
,,having,"pasando"
,,having,"a"
,,having,"tener"
,,having,"mantener"
,,having,"teniendo"
,,having,"afincarse"
,,having,"su"
,,close,"relaciones"
,,close,"gran"
,,close,"buenas"
,,close,"estrechas"
,,close,"aproximar"
,,close,"acercamiento"
,,close,"acercarse"
,,close,"cerca"
,,close,"sus"
,,close,"estrechos"
,,close,"estrecha"
,,close,"acercar"
,,close,"los"
,,close,"cercanas"
,,close,"cerrar"
,,close,"una"
,,close,"cierra"
,,ties,"relaciones"
,,ties,"relación"
,,ties,"vínculos"
,,ties,"corbata"
,,ties,"corbatas"
,,ties,"lazos"
,,ties,"una"
,,sudanese,"de"
,,sudanese,"gobierno"
,,sudanese,"en"
,,sudanese,"sudán"
,,sudanese,"sudanesa"
,,sudanese,"sudan"
,,sudanese,"sudanés"
,,sudanese,"del"
,,sudanese,"sudaneses"
,,sudanese,"sudance"
,,extensive,"gran"
,,extensive,"mucho"
,,extensive,"extensas"
,,extensive,"substanciosamente"
,,extensive,"la"
,,extensive,"grandes"
,,extensive,"extenso"
,,extensive,"extensa"
,,extensive,"muchas"
,,extensive,"muchísimo"
,,investments,"proyectos"
,,investments,"investments"
,,investments,"invertido"
,,investments,"dinero"
,,investments,"inversiones"
,,investments,"inversión"
,,industry,"indústrias"
,,industry,"industría"
,,industry,"industrias"
,,industry,"sector"
,,industry,"industria"
,,industry,"indústria"
,,oil,"petróleo"
,,oil,"aceite"
,,oil,"petrolífera"
,,oil,"gasolina"
,,oil,"crudo"
,,oil,"de"
,,oil,"petroleras"
,,oil,"petroleo"
,,oil,"petrolera"
,,oil,"del"
,,maintains,"se"
,,maintains,"sostiene"
,,maintains,"afirma"
,,maintains,"considera"
,,maintains,"pensando"
,,maintains,"traduce"
,,maintains,"tiene"
,,maintains,"en"
,,maintains,"sigue"
,,maintains,"una"
,,maintains,"insiste"
,,maintains,"mantiene"
,,maintains,"también"
,,links,"enlaces"
,,links,"relaciones"
,,links,"cercanas"
,,links,"relación"
,,links,"vínculos"
,,links,"una"
,,links,"gemelos"
,,includes,"incluye"
,,includes,"se"
,,includes,"hay"
,,includes,"pertenece"
,,includes,"cuenta"
,,includes,"incluyen"
,,includes,"encuentra"
,,includes,"arropa"
,,includes,"incluya"
,,includes,"con"
,,includes,"forma"
,,includes,"parte"
,,includes,"a"
,,minister,"ministro"
,,minister,"minitro"
,,minister,"pastor"
,,minister,"ministra"
,,charged,"esté"
,,charged,"cargado"
,,charged,"penalizado"
,,charged,"acusado"
,,charged,"acusa"
,,charged,"juzgado"
,,charged,"imputado"
,,crimes,"de"
,,crimes,"crímenes"
,,crimes,"por"
,,crimes,"los"
,,crimes,"varios"
,,crimes,"delitos"
,,crimes,"crimen"
,,humanity,"en"
,,humanity,"humanidad"
,,humanity,"la"
,,humanity,"humano"
,,humanity,"de"
,,humanity,"lesa"
,,humanity,"humana"
,,court,"corte"
,,court,"juicio"
,,court,"judicial"
,,court,"juzgado"
,,court,"tribunal"
,,criminal,"criminalístico"
,,criminal,"criminal"
,,criminal,"penal"
,,criminal,"criminales"
,,international,"internacional"
,,international,"international"
,,international,"internatcional"
,,international,"internacionales"
,,hague,"hague"
,,hague,"corte"
,,hague,"haya"
,,emphasizing,"hincapié"
,,emphasizing,"enfatizar"
,,emphasizing,"remarcar"
,,emphasizing,"reconoce"
,,emphasizing,"haber"
,,emphasizing,"señala"
,,emphasizing,"en"
,,emphasizing,"tiene"
,,emphasizing,"haciendo"
,,emphasizing,"spielberg"
,,emphasizing,"enfatiza"
,,emphasizing,"resalta"
,,emphasizing,"que"
,,emphasizing,"enfatizando"
,,emphasizing,"hizo"
,,emphasizing,"se"
,,emphasizing,"venido"
,,emphasizing,"poniendo"
,,emphasizing,"ya"
,,emphasizing,"hace"
,,emphasizing,"ha"
,,emphasizing,"énfasis"
,,emphasizing,"enfasis"
,,emphasizing,"subrayado"
,,emphasizing,"hecho"
,,khartoum,"kartum"
,,khartoum,"jartum"
,,khartoum,"jartún"
,,khartoum,"khartum"
,,khartoum,"khartoum"
,,bears,"se"
,,bears,"le"
,,bears,"cuenta"
,,bears,"carga"
,,bears,"oso"
,,bears,"tiene"
,,bears,"es"
,,bears,"bears"
,,bears,"con"
,,bears,"preocupa"
,,bears,"ositos"
,,bears,"a"
,,bears,"osos"
,,bears,"lleva"
,,bulk,"peso"
,,bulk,"culpable"
,,bulk,"mayor"
,,bulk,"granel"
,,bulk,"parte"
,,bulk,"y"
,,bulk,"centro"
,,responsibility,"responsabilidades"
,,responsibility,"principal"
,,responsibility,"responsable"
,,responsibility,"responsabilidad"
,,community,"en"
,,community,"comunitaria"
,,community,"general"
,,community,"comunidad"
,,community,"comunidades"
,,community,"comunitario"
,,community,"pública"
,,particularly,"concretamente"
,,particularly,"particularmente"
,,particularly,"más"
,,particularly,"en"
,,particularly,"particular"
,,particularly,"especialmente"
,,particularly,"especial"
,,should,"debe"
,,should,"deber"
,,should,"deben"
,,should,"deberíamos"
,,should,"deberías"
,,should,"deberían"
,,should,"debería"
,,do,"cumplir"
,,do,"aplican"
,,do,"hacerlo"
,,do,"hicieron"
,,do,"de"
,,do,"acostumbran"
,,do,"lavar"
,,do,"da"
,,do,"peinar"
,,do,"hacer"
,,do,"parte"
,,do,"relaciona"
,,do,"su"
,,do,"hará"
,,do,"servir"
,,do,"hizo"
,,do,"hago"
,,do,"utilicen"
,,do,"ver"
,,do,"dañen"
,,do,"hagan"
,,do,"ayudar"
,,do,"poner"
,,do,"bailar"
,,do,"general"
,,do,"muestren"
,,do,"trabajen"
,,do,"hecho"
,,more,"mas"
,,more,"más"
,,more,"esfuerzo"
,,more,"algo"
,,more,"mejor"
,,more,"para"
,,more,"mayor"
,,more,"un"
,,end,"detener"
,,end,"malograr"
,,end,"acabar"
,,end,"terminar"
,,end,"término"
,,end,"poner"
,,end,"acabarse"
,,end,"fin"
,,end,"con"
,,end,"termino"
,,end,"final"
,,end,"a"
,,end,"finalizar"
,,suffering,"sufrimientos"
,,suffering,"padeciendo"
,,suffering,"de"
,,suffering,"ocasionado"
,,suffering,"padecían"
,,suffering,"sufrimiento"
,,suffering,"padecen"
,,suffering,"sufren"
,,suffering,"personas"
,,suffering,"situación"
,,suffering,"sufre"
,,suffering,"sufriendo"
,,suffering,"estas"
,,majority,"mayoría"
,,majority,"las"
,,majority,"mayor"
,,majority,"mayoritario"
,,gatherer,"recaudador"
,,gatherer,"recolecta"
,,gatherer,"cazadoras"
,,gatherer,"recolector"
,,gatherer,"basadas"
,,gatherer,"recolectoras"
,,gatherer,"en"
,,gatherer,"la"
,,gatherer,"agrícolas"
,,gatherer,"recolectora"
,,hunter,"caza"
,,hunter,"hunter"
,,hunter,"cazadoras"
,,hunter,"que"
,,hunter,"recolectoras"
,,hunter,"cazadora"
,,hunter,"los"
,,hunter,"este"
,,hunter,"la"
,,hunter,"cazador"
,,hunter,"tipo"
,,hunter,"cazadores"
,,hunter,"cazarecompensas"
,,nomadic,"nómades"
,,nomadic,"nómada"
,,nomadic,"nómadas"
,,difficult,"difíciles"
,,difficult,"dificultará"
,,difficult,"complicado"
,,difficult,"difícil"
,,difficult,"dificulta"
,,difficult,"dificil"
,,system,"sistemas"
,,system,"organismo"
,,system,"sistema"
,,system,"el"
,,subsistence,"subsitencia"
,,subsistence,"de"
,,subsistence,"subsistencia"
,,subsistence,"en"
,,subsistence,"subssistencia"
,,subsistence,"subsistir"
,,subsistence,"sobrevivir"
,,subsistence,"basado"
,,resources,"recuros"
,,resources,"medios"
,,resources,"recursos"
,,resources,"recurso"
,,region,"zona"
,,region,"estos"
,,region,"región"
,,region,"region"
,,can,"se"
,,can,"poder"
,,can,"puedo"
,,can,"pueden"
,,can,"bote"
,,can,"tarro"
,,can,"podían"
,,can,"posibles"
,,can,"puedes"
,,can,"puede"
,,can,"que"
,,can,"posible"
,,can,"pueda"
,,can,"incrementaran"
,,quickly,"se"
,,quickly,"rápido"
,,quickly,"pronto"
,,quickly,"rápidamente"
,,quickly,"de"
,,quickly,"comenzar"
,,tend,"tendencia"
,,tend,"la"
,,tend,"tienden"
,,tend,"tiende"
,,tend,"suelen"
,,tend,"acostumbran"
,,tend,"tiendo"
,,densities,"de"
,,densities,"densidad"
,,densities,"cuyas"
,,densities,"población"
,,densities,"densidades"
,,densities,"cantidades"
,,densities,"son"
,,densities,"una"
,,population,"demográficas"
,,population,"de"
,,population,"densidad"
,,population,"gente"
,,population,"población"
,,population,"densidades"
,,population,"habitantes"
,,population,"poblaciones"
,,population,"una"
,,very,"mucho"
,,very,"mucha"
,,very,"muy"
,,low,"baja"
,,low,"bajo"
,,low,"bajas"
,,low,"muy"
,,low,"bajos"
,,systems,"los"
,,systems,"sistema"
,,systems,"sistemas"
,,systems,"systems"
,,systems,"agrícola"
,,agricultural,"agricultura"
,,agricultural,"sistemas"
,,agricultural,"de"
,,agricultural,"agrícola"
,,agricultural,"en"
,,agricultural,"basados"
,,agricultural,"agrícolas"
,,agricultural,"agricultural"
,,support,"sostener"
,,support,"apoyo"
,,support,"abastecer"
,,support,"apoyar"
,,support,"apoyarse"
,,support,"soporte"
,,support,"soportar"
,,support,"mantener"
,,support,"albergar"
,,support,"a"
,,support,"apoyan"
,,support,"respalde"
,,times,"times"
,,times,"tiempos"
,,times,"modernidad"
,,times,"veces"
,,greater,"más"
,,greater,"grande"
,,greater,"la"
,,greater,"grandes"
,,greater,"mayor"
,,greater,"veces"
,,greater,"mayores"
,,than,"ya"
,,than,"las"
,,than,"cuando"
,,than,"de"
,,than,"los"
,,than,"en"
,,than,"tierras"
,,than,"que"
,,than,"a"
,,land,"hay"
,,land,"casos"
,,land,"de"
,,land,"en"
,,land,"tierras"
,,land,"cultivos"
,,land,"que"
,,land,"zonas"
,,land,"ya"
,,land,"las"
,,land,"los"
,,land,"la"
,,land,"país"
,,land,"dejan"
,,land,"una"
,,land,"permanecen"
,,land,"aterrizar"
,,land,"tierra"
,,left,"se"
,,left,"sobrante"
,,left,"ha"
,,left,"ser"
,,left,"marchó"
,,left,"izquierda"
,,left,"dejó"
,,left,"donde"
,,left,"dejan"
,,left,"deja"
,,left,"dejado"
,,left,"permanecen"
,,left,"que"
,,left,"no"
,,left,"permanece"
,,left,"sin"
,,uncultivated,"cultivan"
,,uncultivated,"se"
,,uncultivated,"cultivada"
,,uncultivated,"cultivar"
,,uncultivated,"incultivada"
,,uncultivated,"cultiva"
,,uncultivated,"cultivadas"
,,uncultivated,"no"
,,uncultivated,"sin"
,,populations,"población"
,,populations,"la"
,,populations,"las"
,,populations,"poblaciones"
,,populations,"pueblos"
,,populations,"densas"
,,denser,"densa"
,,denser,"muy"
,,denser,"más"
,,denser,"denso"
,,denser,"densidad"
,,denser,"con"
,,denser,"poblaciones"
,,denser,"son"
,,denser,"densas"
,,non,"a"
,,non,"tener"
,,non,"que"
,,non,"no"
,,non,"sin"
,,non,"non"
,,structures,"estructuras"
,,structures,"edificios"
,,structures,"una"
,,structures,"estructurar"
,,structures,"estructura"
,,hierarchical,"jerárquicos"
,,hierarchical,"jerárquico"
,,hierarchical,"jerarquizadas"
,,hierarchical,"estructuras"
,,hierarchical,"jerárquicas"
,,hierarchical,"jerárquica"
,,though,"embargo"
,,though,"aunque"
,,though,"de"
,,though,"pero"
,,though,"pesar"
,,though,"que"
,,though,"a"
,,always,"todo"
,,always,"siempre"
,,always,"nunca"
,,case,"caja"
,,case,"caso"
,,case,"casos"
,,case,"si"
,,case,"acaso"
,,case,"empaque"
,,case,"funda"
,,because,"causa"
,,because,"dado"
,,because,"porqué"
,,because,"como"
,,because,"de"
,,because,"porque"
,,because,"por"
,,because,"los"
,,because,"que"
,,because,"a"
,,because,"debido"
,,generally,"general"
,,generally,"normalmente"
,,generally,"generalmente"
,,generally,"por"
,,generally,"lo"
,,possibility,"posibilidades"
,,possibility,"posible"
,,possibility,"posibilidad"
,,store,"almacen"
,,store,"mercado"
,,store,"ferretería"
,,store,"de"
,,store,"guardar"
,,store,"almacenar"
,,store,"tienda"
,,store,"almacén"
,,surplus,"sobrante"
,,surplus,"sobras"
,,surplus,"superávit"
,,surplus,"extra"
,,surplus,"las"
,,surplus,"cantidades"
,,surplus,"sobreexceso"
,,surplus,"de"
,,surplus,"excedentes"
,,surplus,"los"
,,surplus,"sobra"
,,surplus,"grandes"
,,surplus,"excedente"
,,surplus,"reserva"
,,surplus,"que"
,,surplus,"sus"
,,result,"resultados"
,,result,"motivo"
,,result,"resultado"
,,result,"como"
,,result,"ciente"
,,result,"comida"
,,result,"consecuencia"
,,rarely,"gran"
,,rarely,"ver"
,,rarely,"veces"
,,rarely,"muy"
,,rarely,"raramente"
,,rarely,"rara"
,,rarely,"en"
,,rarely,"frecuente"
,,rarely,"vez"
,,rarely,"raras"
,,rarely,"parte"
,,rarely,"no"
,,supported,"encontrados"
,,supported,"apoyo"
,,supported,"apoyados"
,,supported,"mantengan"
,,supported,"mantenidos"
,,supported,"apoyado"
,,supported,"apoyó"
,,supported,"en"
,,supported,"apoyé"
,,supported,"lugar"
,,supported,"el"
,,bureaucrats,"los"
,,bureaucrats,"bureócratas"
,,bureaucrats,"burocratas"
,,bureaucrats,"burócratas"
,,bureaucrats,"burócrata"
,,or,"los"
,,or,"o"
,,or,"y"
,,or,"ni"
,,or,"u"
,,artisans,"los"
,,artisans,"artesanos"
,,artisans,"artesano"
,,artisans,"artistas"
,,set,"puso"
,,set,"ha"
,,set,"contrapuesta"
,,set,"poner"
,,set,"previsto"
,,set,"querido"
,,set,"montar"
,,set,"listo"
,,set,"que"
,,set,"creado"
,,set,"establecerse"
,,set,"set"
,,hit,"enfrentarse"
,,hit,"afectadas"
,,hit,"ven"
,,hit,"alcanzado"
,,hit,"golpeó"
,,hit,"pegar"
,,hit,"contra"
,,hit,"tienen"
,,hit,"sufren"
,,hit,"que"
,,hit,"impacto"
,,hit,"golpean"
,,hit,"se"
,,hit,"pasa"
,,hit,"afectados"
,,hit,"con"
,,hit,"luchan"
,,hit,"factura"
,,hit,"golpear"
,,hit,"golpe"
,,hit,"éxito"
,,cough,"toser"
,,cough,"tos"
,,cough,"hacer"
,,cough,"un"
,,cough,"jarabe"
,,up,"subidas"
,,up,"evidencia"
,,up,"crecer"
,,up,"pie"
,,up,"alza"
,,up,"boca"
,,up,"suben"
,,up,"atar"
,,up,"acercamiento"
,,up,"en"
,,up,"frente"
,,up,"madura"
,,up,"subido"
,,up,"a"
,,up,"inventado"
,,up,"pararse"
,,up,"invención"
,,up,"pata"
,,up,"arriba"
,,up,"subida"
,,up,"subiendo"
,,up,"levantarse"
,,up,"gasto"
,,up,"despertar"
,,up,"calentar"
,,up,"onda"
,,climbed,"ascendido"
,,climbed,"disparado"
,,climbed,"subió"
,,climbed,"subí"
,,climbed,"subido"
,,climbed,"aumentado"
,,climbed,"incrementado"
,,alarming,"alarmantes"
,,alarming,"alarmante"
,,alarming,"preocupante"
,,still,"sigue"
,,still,"más"
,,still,"continúan"
,,still,"todavía"
,,still,"áun"
,,still,"aún"
,,further,"nuevo"
,,further,"adicional"
,,further,"más"
,,further,"lejos"
,,further,"adicionales"
,,further,"aún"
,,bank,"banco"
,,bank,"banca"
,,bank,"bank"
,,bank,"orilla"
,,bank,"bancos"
,,bank,"bancaria"
,,suffered,"afectados"
,,suffered,"padecían"
,,suffered,"sufrió"
,,suffered,"sufría"
,,suffered,"sufrido"
,,suffered,"visto"
,,resulting,"se"
,,resulting,"sucede"
,,resulting,"resulta"
,,resulting,"sí"
,,resulting,"resultando"
,,resulting,"resultado"
,,resulting,"traduce"
,,resulting,"ocurre"
,,resulting,"resultante"
,,resulting,"es"
,,resulting,"originando"
,,resulting,"factible"
,,resulting,"que"
,,resulting,"cosa"
,,resulting,"lo"
,,gatherers,"gatherers"
,,gatherers,"sociedades"
,,gatherers,"recolectores"
,,gatherers,"las"
,,gatherers,"cazadores"
,,gatherers,"recolectoras"
,,leaders,"de"
,,leaders,"dirigentes"
,,leaders,"los"
,,leaders,"vendedores"
,,leaders,"pieles"
,,leaders,"líderes"
,,leaders,"lideres"
,,leaders,"jefes"
,,sure,"aseguró"
,,sure,"claro"
,,sure,"bien"
,,sure,"segura"
,,sure,"de"
,,sure,"aseguraba"
,,sure,"toda"
,,sure,"con"
,,sure,"seguro"
,,sure,"certeza"
,,sure,"que"
,,sure,"no"
,,ongoing,"continua"
,,ongoing,"continuas"
,,ongoing,"marcha"
,,ongoing,"constantes"
,,ongoing,"curso"
,,ongoing,"contínuas"
,,atrocities,"atrocidad"
,,atrocities,"barbaridades"
,,atrocities,"atrocidades"
,,settled,"decidido"
,,settled,"asentarse"
,,settled,"resuelto"
,,settled,"arreglado"
,,settled,"asentado"
,,settled,"estable"
,,they,"están"
,,they,"supusieron"
,,they,"ellas"
,,they,"impusieron"
,,they,"éstos"
,,they,"tengan"
,,they,"van"
,,they,"que"
,,they,"han"
,,they,"necesitan"
,,they,"lo"
,,they,"respondieron"
,,they,"quieren"
,,they,"practican"
,,they,"sentenciaron"
,,they,"llamaron"
,,they,"suelen"
,,they,"cultivan"
,,they,"tienden"
,,they,"habían"
,,they,"adaptaron"
,,they,"por"
,,they,"soportan"
,,they,"tendrían"
,,they,"pudieron"
,,they,"les"
,,they,"tienen"
,,they,"aplicaron"
,,they,"vuelven"
,,they,"trabajan"
,,they,"son"
,,they,"aumentaron"
,,they,"se"
,,they,"podrían"
,,they,"ya"
,,they,"percataron"
,,they,"viven"
,,they,"pueden"
,,they,"deberían"
,,they,"convierten"
,,they,"ellos"
,,they,"administrarles"
,,they,"seguiran"
,,they,"dejan"
,,they,"presentaban"
,,they,"mantienen"
,,they,"alcanzan"
,,encourage,"se"
,,encourage,"animo"
,,encourage,"ofrecer"
,,encourage,"apoyar"
,,encourage,"animar"
,,encourage,"apuntasen"
,,encourage,"incentivar"
,,encourage,"alentar"
,,encourage,"para"
,,encourage,"a"
,,all,"muy"
,,all,"está"
,,all,"todos"
,,all,"toda"
,,all,"todo"
,,all,"todas"
,,all,"puro"
,,burden,"peso"
,,burden,"losa"
,,burden,"carga"
,,burden,"cargo"
,,burden,"responsabilidad"
,,century,"xix"
,,century,"años"
,,century,"century"
,,century,"s"
,,century,"siglo"
,,response,"contestación"
,,response,"reacción"
,,response,"respueta"
,,response,"responde"
,,response,"respuesta"
,,challenges,"proporcionadas"
,,challenges,"desafía"
,,challenges,"dificultades"
,,challenges,"necesidades"
,,challenges,"retos"
,,challenges,"desafíos"
,,resulted,"dieron"
,,resulted,"resultó"
,,resulted,"supusieron"
,,resulted,"dio"
,,resulted,"resultado"
,,resulted,"como"
,,resulted,"resultaron"
,,resulted,"supuso"
,,resulted,"lugar"
,,norms,"reglas"
,,norms,"las"
,,norms,"normales"
,,norms,"normas"
,,traditional,"tradición"
,,traditional,"tradicionales"
,,traditional,"tradicional"
,,traditional,"comúnes"
,,understanding,"se"
,,understanding,"entender"
,,understanding,"comprender"
,,understanding,"de"
,,understanding,"comprensión"
,,understanding,"la"
,,understanding,"general"
,,understanding,"entendimiento"
,,understanding,"conocimiento"
,,understanding,"entendía"
,,revised,"renovada"
,,revised,"revisado"
,,revised,"más"
,,revised,"revisión"
,,revised,"en"
,,revised,"la"
,,revised,"nueva"
,,revised,"forma"
,,revised,"mejor"
,,revised,"revisados"
,,revised,"cambio"
,,revised,"revisada"
,,revised,"exhausto"
,,holds,"sostiene"
,,holds,"hace"
,,holds,"tiene"
,,holds,"estén"
,,holds,"que"
,,holds,"a"
,,holds,"mantiene"
,,together,"junto"
,,together,"unir"
,,together,"conjuntamente"
,,together,"entre"
,,together,"sí"
,,together,"unidos"
,,together,"diferentes"
,,together,"los"
,,together,"juntas"
,,together,"juntos"
,,together,"juntar"
,,together,"unen"
,,together,"a"
,,together,"junta"
,,coined,"acuñó"
,,coined,"fue"
,,coined,"está"
,,coined,"por"
,,coined,"acuñé"
,,coined,"acuñado"
,,coined,"formado"
,,coined,"que"
,,latin,"latín"
,,latin,"latína"
,,latin,"latin"
,,latin,"latino"
,,latin,"latina"
,,greek,"griega"
,,greek,"latín"
,,greek,"griegos"
,,greek,"griego"
,,greek,"término"
,,given,"dada"
,,given,"dieron"
,,given,"dado"
,,given,"dio"
,,given,"ofrecidos"
,,given,"impusieron"
,,given,"conenaron"
,,given,"condenado"
,,given,"sentenciado"
,,given,"aplicaron"
,,given,"condenaron"
,,given,"impuesto"
,,given,"a"
,,given,"considerando"
,,given,"recibido"
,,out,"remarcar"
,,out,"señalar"
,,out,"fajar"
,,out,"de"
,,out,"cada"
,,out,"salir"
,,out,"procedente"
,,out,"fuera"
,,out,"agotar"
,,out,"agotados"
,,out,"exhausto"
,,out,"mano"
,,out,"sobresalir"
,,out,"agotarse"
,,out,"afuera"
,,out,"abanico"
,,out,"closet"
,,out,"cabo"
,,own,"propio"
,,own,"suyas"
,,own,"propia"
,,own,"propios"
,,own,"tener"
,,own,"suya"
,,adapt,"adaptar"
,,adapt,"adaptarse"
,,adapt,"adaptarnos"
,,adapt,"adaptaron"
,,exhausted,"agotada"
,,exhausted,"rápidamente"
,,exhausted,"agotados"
,,exhausted,"exhausto"
,,exhausted,"agotado"
,,early,"antes"
,,early,"pronto"
,,early,"albores"
,,early,"del"
,,early,"temprano"
,,early,"principios"
,,gesture,"movimiento"
,,gesture,"detalle"
,,gesture,"gesto"
,,gesture,"gestos"
,,stop,"parar"
,,stop,"cesaron"
,,stop,"detuvo"
,,stop,"dejar"
,,stop,"pararle"
,,stop,"parada"
,,stop,"y"
,,stop,"pararse"
,,stop,"detener"
,,stop,"detuviera"
,,stop,"basta"
,,stop,"paró"
,,stop,"frenar"
,,stop,"poner"
,,stop,"alto"
,,stop,"fin"
,,stop,"deja"
,,stop,"para"
,,stop,"punto"
,,hand,"lado"
,,hand,"de"
,,hand,"entregar"
,,hand,"manos"
,,hand,"mano"
,,hand,"brazo"
,,such,"tan"
,,such,"así"
,,such,"tales"
,,such,"dichos"
,,such,"semejante"
,,such,"dichas"
,,such,"tal"
,,become,"desaparecer"
,,become,"convertido"
,,become,"convertirse"
,,become,"ser"
,,become,"convierten"
,,full,"los"
,,full,"llena"
,,full,"completo"
,,full,"lleno"
,,full,"totales"
,,time,"hora"
,,time,"momento"
,,time,"cuando"
,,time,"tiempo"
,,time,"condena"
,,time,"tiempos"
,,time,"vez"
,,time,"permanentemente"
,,time,"a"
,,giving,"dar"
,,giving,"dando"
,,giving,"darle"
,,giving,"dándoles"
,,giving,"poniendole"
,,below,"abajo"
,,below,"bajo"
,,below,"debajo"
,,below,"por"
,,ability,"habilidades"
,,ability,"habilidad"
,,ability,"capacidad"
,,accident,"choque"
